GS.WDT.2008183000000.BHE[115335, 117675]
XX.MXI.2008196000000.BHZ[2396795, 2400065]
XX.MXI.2008196000000.BHZ[2400305, 2402705]
XX.MXI.2008196000000.BHZ[2404805, 2405975]
XX.MXI.2008196000000.BHZ[2405045, 2410925]
XX.MXI.2008196000000.BHZ[2410255, 2414455]
XX.MXI.2008196000000.BHZ[2417015, 2421785]
XX.MXI.2008196000000.BHZ[2424355, 2426365]
XX.MXI.2008196000000.BHZ[2425545, 2431095]
XX.MXI.2008196000000.BHZ[2431005, 2436135]
XX.MXI.2008196000000.BHZ[2436980, 2438570]
XX.MXI.2008196000000.BHZ[2436825, 2447475]
XX.MXI.2008196000000.BHZ[2453510, 2456960]
XX.MXI.2008196000000.BHZ[2457710, 2463740]
XX.MXI.2008196000000.BHZ[2467575, 2469195]
XX.MXI.2008196000000.BHZ[2470875, 2477565]
XX.MXI.2008196000000.BHZ[2477315, 2479085]
XX.MXI.2008196000000.BHZ[2479125, 2486025]
XX.MXI.2008196000000.BHZ[2517640, 2519890]
XX.MXI.2008196000000.BHZ[2523840, 2528460]
XX.MXI.2008196000000.BHZ[2536445, 2538605]
XX.MXI.2008196000000.BHZ[2546760, 2548410]
XX.MXI.2008196000000.BHZ[2551925, 2554955]
XX.MXI.2008196000000.BHZ[2554855, 2556265]
XX.MXI.2008196000000.BHZ[2555760, 2559000]
XX.MXI.2008196000000.BHZ[2575450, 2576860]
XX.MXI.2008196000000.BHZ[2577040, 2578360]
XX.MXI.2008196000000.BHZ[2600290, 2602210]
XX.MXI.2008196000000.BHZ[2605150, 2609650]
XX.MXI.2008196000000.BHZ[2639010, 2640330]
XX.MXI.2008196000000.BHZ[2644135, 2646565]
XX.MXI.2008196000000.BHZ[2645940, 2649930]
XX.MXI.2008196000000.BHZ[2650015, 2651185]
XX.MXI.2008196000000.BHZ[2651965, 2654965]
XX.MXI.2008196000000.BHZ[2656455, 2658735]
XX.MXI.2008196000000.BHZ[2659720, 2663170]
XX.MXI.2008196000000.BHZ[2664425, 2665985]
XX.MXI.2008196000000.BHZ[2665610, 2668760]
XX.MXI.2008196000000.BHZ[2669330, 2670560]
XX.MXI.2008196000000.BHZ[2671455, 2673435]
XX.MXI.2008196000000.BHZ[2673415, 2675785]
XX.MXI.2008196000000.BHZ[2699040, 2701530]
XX.MXI.2008196000000.BHZ[2702250, 2703420]
XX.MXI.2008196000000.BHZ[2704485, 2709615]
XX.MXI.2008196000000.BHZ[2709105, 2712345]
XX.MXI.2008196000000.BHZ[2729890, 2732620]
XX.MXI.2008196000000.BHZ[2755275, 2758335]
XX.MXI.2008196000000.BHZ[2758735, 2761135]
XX.MXI.2008196000000.BHZ[2765770, 2767150]
XX.MXI.2008196000000.BHZ[2767810, 2769250]
XX.MXI.2008196000000.BHZ[2770245, 2771775]
XX.MXI.2008196000000.BHZ[2771110, 2775280]
XX.MXI.2008196000000.BHZ[2777765, 2779835]
XX.MXI.2008196000000.BHZ[2789100, 2792700]
XX.MXI.2008196000000.BHZ[2805025, 2806585]
XX.MXI.2008196000000.BHZ[2820835, 2823895]
XX.MXI.2008196000000.BHZ[2825970, 2827560]
XX.MXI.2008196000000.BHZ[2827040, 2830460]
XX.MXI.2008196000000.BHZ[2848780, 2850640]
XX.MXI.2008196000000.BHZ[2852735, 2854955]
XX.MXI.2008196000000.BHZ[2860565, 2862905]
XX.MXI.2008196000000.BHZ[2863100, 2864870]
XX.MXI.2008196000000.BHZ[2868305, 2872355]
XX.MXI.2008196000000.BHZ[2872980, 2874510]
XX.MXI.2008196000000.BHZ[2874580, 2876860]
XX.MXI.2008196000000.BHZ[2879910, 2881860]
XX.MXI.2008196000000.BHZ[2882110, 2883880]
XX.MXI.2008196000000.BHZ[2883625, 2885995]
XX.MXI.2008196000000.BHZ[2891995, 2893705]
XX.MXI.2008196000000.BHZ[2895180, 2896710]
XX.MXI.2008196000000.BHZ[2897760, 2901660]
XX.MXI.2008196000000.BHZ[2923890, 2925750]
XX.MXI.2008196000000.BHZ[2925955, 2928775]
XX.MXI.2008196000000.BHZ[2928500, 2931920]
XX.MXI.2008196000000.BHZ[2933805, 2935335]
XX.MXI.2008196000000.BHZ[2935355, 2936585]
XX.MXI.2008196000000.BHZ[3063540, 3070380]
XX.MXI.2008196000000.BHZ[3072490, 3074410]
XX.MXI.2008196000000.BHZ[3077955, 3079635]
XX.MXI.2008196000000.BHZ[3087055, 3088405]
XX.MXI.2008196000000.BHZ[3088455, 3090885]
XX.MXI.2008196000000.BHZ[3092620, 3094390]
XX.MXI.2008196000000.BHZ[3094675, 3098485]
XX.MXI.2008196000000.BHZ[3109035, 3111015]
XX.MXI.2008196000000.BHZ[3121725, 3123465]
XX.MXI.2008196000000.BHZ[3125035, 3126565]
XX.MXI.2008196000000.BHZ[3128435, 3129785]
XX.MXI.2008196000000.BHZ[3137585, 3172775]
XX.MXI.2008196000000.BHZ[3172380, 3174990]
XX.MXI.2008196000000.BHZ[3191500, 3197020]
XX.MXI.2008196000000.BHZ[3200555, 3211235]
XX.MXI.2008196000000.BHZ[3220965, 3230895]
XX.MXI.2008196000000.BHZ[3229780, 3239830]
XX.MXI.2008196000000.BHZ[3239150, 3249320]
XX.MXI.2008196000000.BHZ[3248250, 3258150]
XX.MXI.2008196000000.BHZ[3269200, 3273640]
XX.MXI.2008196000000.BHZ[3272810, 3283370]
XX.MXI.2008196000000.BHZ[3282460, 3288190]
XX.MXI.2008196000000.BHZ[3289075, 3294385]
XX.MXI.2008196000000.BHZ[3293530, 3298900]
XX.MXI.2008196000000.BHZ[3309000, 3314430]
XX.MXI.2008196000000.BHZ[3317665, 3327445]
XX.MXI.2008196000000.BHZ[3328350, 3332610]
XX.MXI.2008196000000.BHZ[3338220, 3342390]
XX.MXI.2008196000000.BHZ[3348860, 3352640]
XX.MXI.2008196000000.BHZ[3355265, 3358775]
XX.MXI.2008196000000.BHZ[3369220, 3372880]
XX.MXI.2008196000000.BHZ[3376860, 3385140]
XX.MXI.2008196000000.BHZ[3410280, 3418620]
XX.MXI.2008196000000.BHZ[3423285, 3425715]
XX.MXI.2008196000000.BHZ[3456995, 3458525]
XX.MXI.2008196000000.BHZ[3487960, 3492640]
XX.MXI.2008196000000.BHZ[3510475, 3513085]
XX.MXI.2008196000000.BHZ[3518825, 3521645]
XX.MXI.2008196000000.BHZ[3547390, 3557110]
XX.MXI.2008196000000.BHZ[3586325, 3591155]
XX.MXI.2008196000000.BHZ[3590985, 3594885]
XX.MXI.2008196000000.BHZ[3595540, 3600040]
XX.MXI.2008196000000.BHZ[3599860, 3604450]
XX.MXI.2008196000000.BHZ[3601845, 3620925]
XX.MXI.2008196000000.BHZ[3620620, 3624340]
XX.MXI.2008196000000.BHZ[3627375, 3628665]
XX.MXI.2008196000000.BHZ[3632410, 3636250]
XX.MXI.2008196000000.BHZ[3637695, 3640455]
XX.MXI.2008196000000.BHZ[3642820, 3646870]
XX.MXI.2008196000000.BHZ[3651755, 3655415]
XX.MXI.2008196000000.BHZ[3659085, 3666525]
XX.MXI.2008196000000.BHZ[3684955, 3687025]
XX.MXI.2008196000000.BHZ[4134720, 4136430]
XX.MXI.2008196000000.BHZ[4226935, 4228465]
XX.MXI.2008196000000.BHZ[4262960, 4265060]
XX.MXI.2008196000000.BHZ[4286505, 4287795]
XX.MXI.2008196000000.BHZ[4397735, 4399415]
XX.MXI.2008196000000.BHZ[4476990, 4479240]
XX.MXI.2008196000000.BHZ[4652720, 4654280]
XX.HSH.2008205000000.BHZ[101635, 106345]
XX.HSH.2008205000000.BHZ[1225535, 1227155]
XX.HSH.2008205000000.BHZ[5546135, 5550005]
XX.HSH.2008205000000.BHZ[5617770, 5622780]
XX.HSH.2008205000000.BHZ[7195540, 7199050]
XX.HSH.2008205000000.BHZ[7539600, 7542780]
XX.HSH.2008205000000.BHZ[8539505, 8546015]
XX.JMG.2008212000000.BHE[87120, 89850]
XX.JMG.2008212000000.BHE[1324200, 1326600]
XX.JMG.2008212000000.BHE[4396460, 4399460]
XX.JMG.2008212000000.BHE[7401935, 7404155]
XX.JJS.2008191000000.BHN[196845, 198285]
XX.JJS.2008191000000.BHN[1420015, 1423225]
XX.JJS.2008191000000.BHN[3403720, 3406420]
XX.JJS.2008191000000.BHN[4586565, 4588665]
XX.JJS.2008191000000.BHN[4723425, 4726395]
XX.JJS.2008191000000.BHN[4726200, 4727580]
XX.JJS.2008191000000.BHN[4829240, 4836500]
XX.JJS.2008191000000.BHN[5390745, 5392845]
XX.JJS.2008191000000.BHN[5618815, 5622145]
XX.JJS.2008191000000.BHN[5886975, 5889165]
XX.JJS.2008191000000.BHN[6554545, 6559765]
XX.JJS.2008191000000.BHN[6916720, 6918010]
XX.JJS.2008191000000.BHN[7875300, 7877040]
XX.JMG.2008198000000.BHN[976780, 979330]
XX.JMG.2008198000000.BHN[1026815, 1028705]
XX.JMG.2008198000000.BHN[3622330, 3624760]
XX.JMG.2008198000000.BHN[4721860, 4724860]
XX.JMG.2008198000000.BHN[5177345, 5180135]
XX.JMG.2008198000000.BHN[6031215, 6033615]
XX.JMG.2008198000000.BHN[7060065, 7063035]
XX.JMG.2008198000000.BHN[7273100, 7276160]
XX.JJS.2008205000000.BHZ[900540, 908070]
XX.JJS.2008205000000.BHZ[1129835, 1131875]
XX.JJS.2008205000000.BHZ[1223235, 1226565]
XX.JJS.2008205000000.BHZ[1870820, 1874030]
XX.JJS.2008205000000.BHZ[2180455, 2182765]
XX.JJS.2008205000000.BHZ[5599790, 5602400]
XX.JJS.2008205000000.BHZ[5602025, 5604455]
XX.JJS.2008205000000.BHZ[5604925, 5607295]
XX.JJS.2008205000000.BHZ[5612110, 5613340]
XX.JJS.2008205000000.BHZ[7200325, 7206205]
XX.JJS.2008205000000.BHZ[7206050, 7207250]
XX.JJS.2008205000000.BHZ[7207325, 7208615]
XX.JJS.2008205000000.BHZ[7213980, 7216620]
XX.JJS.2008205000000.BHZ[7216005, 7219905]
XX.JJS.2008205000000.BHZ[7253605, 7255255]
XX.JJS.2008205000000.BHZ[7255830, 7258260]
XX.JJS.2008205000000.BHZ[7351495, 7357735]
XX.HSH.2008212000000.BHE[112185, 115245]
XX.HSH.2008212000000.BHE[115975, 117445]
XX.HSH.2008212000000.BHE[209985, 212565]
XX.HSH.2008212000000.BHE[236445, 240975]
XX.HSH.2008212000000.BHE[319850, 321230]
XX.HSH.2008212000000.BHE[397880, 400220]
XX.HSH.2008212000000.BHE[640570, 644380]
XX.HSH.2008212000000.BHE[648610, 649960]
XX.HSH.2008212000000.BHE[789100, 793600]
XX.HSH.2008212000000.BHE[1462855, 1464505]
XX.HSH.2008212000000.BHE[2223300, 2225160]
XX.HSH.2008212000000.BHE[2232520, 2234590]
XX.HSH.2008212000000.BHE[2276485, 2278075]
XX.HSH.2008212000000.BHE[2660285, 2675435]
XX.HSH.2008212000000.BHE[2691040, 2696080]
XX.HSH.2008212000000.BHE[2735475, 2746515]
XX.HSH.2008212000000.BHE[3148610, 3150860]
XX.HSH.2008212000000.BHE[3189495, 3201045]
XX.HSH.2008212000000.BHE[3220405, 3224905]
XX.HSH.2008212000000.BHE[3246120, 3252780]
XX.HSH.2008212000000.BHE[3308280, 3310680]
XX.HSH.2008212000000.BHE[3374265, 3376455]
XX.HSH.2008212000000.BHE[3473030, 3474350]
XX.HSH.2008212000000.BHE[3473430, 3479160]
XX.HSH.2008212000000.BHE[3545475, 3548775]
XX.HSH.2008212000000.BHE[3597715, 3606205]
XX.HSH.2008212000000.BHE[3612135, 3620505]
XX.HSH.2008212000000.BHE[3619710, 3624900]
XX.HSH.2008212000000.BHE[3635175, 3638325]
XX.HSH.2008212000000.BHE[3740895, 3747675]
XX.HSH.2008212000000.BHE[3772785, 3776655]
XX.HSH.2008212000000.BHE[3813490, 3816190]
XX.HSH.2008212000000.BHE[3853455, 3854835]
XX.HSH.2008212000000.BHE[3970995, 3972345]
XX.HSH.2008212000000.BHE[3980660, 3982640]
XX.HSH.2008212000000.BHE[4197605, 4199975]
XX.HSH.2008212000000.BHE[4306715, 4313735]
XX.HSH.2008212000000.BHE[4492765, 4500445]
XX.HSH.2008212000000.BHE[4842720, 4848540]
XX.HSH.2008212000000.BHE[5568785, 5570495]
XX.HSH.2008212000000.BHE[6579800, 6580970]
XX.HSH.2008212000000.BHE[6580560, 6583230]
XX.HSH.2008212000000.BHE[6583320, 6588540]
XX.HSH.2008212000000.BHE[6692425, 6694405]
XX.HSH.2008212000000.BHE[6694000, 6696610]
XX.HSH.2008212000000.BHE[8184680, 8187680]
XX.HSH.2008212000000.BHE[8213725, 8216155]
XX.HSH.2008212000000.BHE[8604945, 8606355]
XX.MXI.2008190000000.BHE[77735, 78905]
XX.MXI.2008190000000.BHE[1635710, 1637420]
XX.MXI.2008190000000.BHE[1804360, 1806130]
XX.MXI.2008190000000.BHE[2182570, 2183980]
XX.MXI.2008190000000.BHE[2259205, 2260405]
XX.MXI.2008190000000.BHE[2548465, 2549995]
XX.MXI.2008190000000.BHE[2822745, 2824095]
XX.MXI.2008190000000.BHE[2863840, 2865580]
XX.MXI.2008190000000.BHE[3073305, 3074955]
XX.MXI.2008190000000.BHE[3142430, 3144050]
XX.MXI.2008190000000.BHE[3159110, 3161000]
XX.MXI.2008190000000.BHE[3166840, 3168730]
XX.MXI.2008190000000.BHE[3169025, 3170525]
XX.MXI.2008190000000.BHE[3171400, 3172690]
XX.MXI.2008190000000.BHE[3173525, 3175355]
XX.MXI.2008190000000.BHE[3202205, 3203465]
XX.MXI.2008190000000.BHE[4063210, 4064560]
XX.MXI.2008190000000.BHE[4145970, 4147980]
XX.MXI.2008190000000.BHE[4425380, 4426610]
XX.MXI.2008190000000.BHE[4426080, 4429860]
XX.MXI.2008190000000.BHE[5261445, 5262915]
XX.MXI.2008190000000.BHE[5427295, 5428975]
XX.MXI.2008190000000.BHE[5462350, 5463700]
XX.MXI.2008190000000.BHE[5618660, 5620310]
XX.MXI.2008190000000.BHE[7130025, 7131735]
XX.MXI.2008190000000.BHE[7595345, 7596515]
XX.MXI.2008190000000.BHE[8428925, 8430935]
XX.MXI.2008190000000.BHE[8430740, 8432150]
XX.HSH.2008198000000.BHN[129025, 130585]
XX.HSH.2008198000000.BHN[521365, 524515]
XX.HSH.2008198000000.BHN[774880, 782980]
XX.HSH.2008198000000.BHN[798285, 801405]
XX.HSH.2008198000000.BHN[1117915, 1122025]
XX.HSH.2008198000000.BHN[1134100, 1137760]
XX.HSH.2008198000000.BHN[1141350, 1144980]
XX.HSH.2008198000000.BHN[1554760, 1557850]
XX.HSH.2008198000000.BHN[1747010, 1749710]
XX.HSH.2008198000000.BHN[1772180, 1777100]
XX.HSH.2008198000000.BHN[2243380, 2245930]
XX.HSH.2008198000000.BHN[2832385, 2837305]
XX.HSH.2008198000000.BHN[2862425, 2866205]
XX.HSH.2008198000000.BHN[3071910, 3073290]
XX.HSH.2008198000000.BHN[3412205, 3415295]
XX.HSH.2008198000000.BHN[3530795, 3533735]
XX.HSH.2008198000000.BHN[3674600, 3676670]
XX.HSH.2008198000000.BHN[3841525, 3845605]
XX.HSH.2008198000000.BHN[4140050, 4144250]
XX.HSH.2008198000000.BHN[4224000, 4227600]
XX.HSH.2008198000000.BHN[4352155, 4353835]
XX.HSH.2008198000000.BHN[4473505, 4475335]
XX.HSH.2008198000000.BHN[4926440, 4929290]
XX.HSH.2008198000000.BHN[8582600, 8584910]
XX.MXI.2008204000000.BHE[33115, 35215]
XX.MXI.2008204000000.BHE[127280, 130760]
XX.MXI.2008204000000.BHE[272390, 275600]
XX.MXI.2008204000000.BHE[320480, 323450]
XX.MXI.2008204000000.BHE[334220, 335900]
XX.MXI.2008204000000.BHE[433690, 434890]
XX.MXI.2008204000000.BHE[690595, 692725]
XX.MXI.2008204000000.BHE[1614960, 1617450]
XX.MXI.2008204000000.BHE[1637255, 1638785]
XX.MXI.2008204000000.BHE[1645110, 1646790]
XX.MXI.2008204000000.BHE[1824230, 1825670]
XX.MXI.2008204000000.BHE[1900135, 1901845]
XX.MXI.2008204000000.BHE[2147340, 2148930]
XX.MXI.2008204000000.BHE[2168610, 2170230]
XX.MXI.2008204000000.BHE[2193485, 2195225]
XX.MXI.2008204000000.BHE[2793875, 2797505]
XX.MXI.2008204000000.BHE[2802775, 2803975]
XX.MXI.2008204000000.BHE[2818975, 2821195]
XX.MXI.2008204000000.BHE[3233205, 3234555]
XX.MXI.2008204000000.BHE[3413620, 3416020]
XX.MXI.2008204000000.BHE[3731225, 3732455]
XX.MXI.2008204000000.BHE[3844420, 3846250]
XX.MXI.2008204000000.BHE[3935470, 3938050]
XX.MXI.2008204000000.BHE[4060625, 4061825]
XX.MXI.2008204000000.BHE[4472115, 4473435]
XX.MXI.2008204000000.BHE[4624115, 4626725]
XX.MXI.2008204000000.BHE[5503790, 5505440]
XX.MXI.2008204000000.BHE[6703840, 6705070]
XX.MXI.2008204000000.BHE[7166415, 7168695]
XX.MXI.2008204000000.BHE[7637285, 7638455]
XX.MXI.2008204000000.BHE[7672130, 7674200]
XX.MXI.2008204000000.BHE[7675405, 7676665]
XX.MXI.2008204000000.BHE[8148470, 8149850]
XX.MXI.2008204000000.BHE[8226525, 8228175]
XX.JJS.2008212000000.BHE[219715, 221035]
XX.JJS.2008212000000.BHE[2639685, 2641515]
XX.JJS.2008212000000.BHE[3103300, 3104560]
XX.JJS.2008212000000.BHE[3736430, 3737750]
XX.JJS.2008212000000.BHE[4842930, 4844490]
XX.JJS.2008212000000.BHE[5526320, 5529110]
XX.JJS.2008212000000.BHE[5544100, 5546200]
XX.JJS.2008212000000.BHE[5546140, 5548210]
XX.JJS.2008212000000.BHE[5550125, 5552195]
XX.JJS.2008212000000.BHE[5552135, 5554205]
XX.JJS.2008212000000.BHE[5554145, 5556215]
XX.JJS.2008212000000.BHE[5590410, 5594010]
XX.JJS.2008212000000.BHE[5594410, 5598010]
XX.JJS.2008212000000.BHE[5598415, 5602015]
XX.JJS.2008212000000.BHE[5602420, 5606020]
XX.JJS.2008212000000.BHE[5606400, 5610030]
XX.JJS.2008212000000.BHE[5610410, 5614040]
XX.JJS.2008212000000.BHE[6968880, 6970200]
XX.JJS.2008212000000.BHE[7901750, 7902980]
XX.JJS.2008198000000.BHN[949235, 952295]
XX.JJS.2008198000000.BHN[1075750, 1080580]
XX.JJS.2008198000000.BHN[1367440, 1368790]
XX.JJS.2008198000000.BHN[1368560, 1370180]
XX.JJS.2008198000000.BHN[1979755, 1981735]
XX.JJS.2008198000000.BHN[2356830, 2360430]
XX.JJS.2008198000000.BHN[2472590, 2474480]
XX.JJS.2008198000000.BHN[3306055, 3307675]
XX.JJS.2008198000000.BHN[3309150, 3311940]
XX.JJS.2008198000000.BHN[3385820, 3387590]
XX.JJS.2008198000000.BHN[4982330, 4983650]
XX.JJS.2008198000000.BHN[5085440, 5086880]
XX.JJS.2008198000000.BHN[5348290, 5349970]
XX.JJS.2008198000000.BHN[5985260, 5986670]
XX.JMG.2008191000000.BHZ[188715, 192195]
XX.JMG.2008191000000.BHZ[353835, 356445]
XX.JMG.2008191000000.BHZ[476285, 482105]
XX.JMG.2008191000000.BHZ[937965, 941265]
XX.JMG.2008191000000.BHZ[2066395, 2068435]
XX.JMG.2008191000000.BHZ[2773315, 2777275]
XX.JMG.2008191000000.BHZ[3096525, 3102015]
XX.JMG.2008191000000.BHZ[5005460, 5008100]
XX.JMG.2008191000000.BHZ[6959980, 6961900]
XX.JMG.2008191000000.BHZ[8012100, 8016000]
XX.JMG.2008212000000.BHN[2246180, 2248580]
XX.JMG.2008212000000.BHN[2461955, 2463875]
XX.JMG.2008212000000.BHN[3738320, 3741230]
XX.JMG.2008212000000.BHN[4092035, 4094075]
XX.JMG.2008212000000.BHN[6907080, 6909720]
XX.JMG.2008206000000.BHE[121910, 123200]
XX.JMG.2008206000000.BHE[502280, 505190]
XX.JMG.2008206000000.BHE[592360, 595450]
XX.JMG.2008206000000.BHE[687850, 691030]
XX.JMG.2008206000000.BHE[2609715, 2611605]
XX.JMG.2008206000000.BHE[2640115, 2641825]
XX.JMG.2008206000000.BHE[2682855, 2685285]
XX.JMG.2008206000000.BHE[2768235, 2770785]
XX.JMG.2008206000000.BHE[3162080, 3163730]
XX.JMG.2008206000000.BHE[4553205, 4554645]
XX.JMG.2008206000000.BHE[4650240, 4652340]
XX.JMG.2008206000000.BHE[5356900, 5359390]
XX.JMG.2008206000000.BHE[6052115, 6054965]
XX.JMG.2008206000000.BHE[6945605, 6946835]
XX.JMG.2008206000000.BHE[7425010, 7426510]
XX.JMG.2008206000000.BHE[7470280, 7472740]
XX.JMG.2008206000000.BHE[7541400, 7542900]
XX.JMG.2008206000000.BHE[7951795, 7952995]
XX.JMG.2008206000000.BHE[8396050, 8398030]
XX.JMG.2008206000000.BHE[8477185, 8478805]
XX.HSH.2008191000000.BHZ[377345, 383375]
XX.HSH.2008191000000.BHZ[912655, 915535]
XX.HSH.2008191000000.BHZ[2239075, 2240485]
XX.HSH.2008191000000.BHZ[2928620, 2930780]
XX.HSH.2008191000000.BHZ[3485850, 3487770]
XX.HSH.2008191000000.BHZ[3542195, 3543755]
XX.MXI.2008197000000.BHE[5693300, 5695730]
XX.MXI.2008197000000.BHE[7361790, 7363770]
XX.MXI.2008197000000.BHE[8151670, 8153200]
XX.MXI.2008197000000.BHE[8198195, 8201615]
XX.MXI.2008197000000.BHE[8308130, 8314580]
XX.MXI.2008197000000.BHE[8359035, 8363325]
XX.MXI.2008197000000.BHE[8466085, 8470195]
XX.MXI.2008197000000.BHE[8530150, 8532940]
XX.MXI.2008197000000.BHE[8542490, 8544710]
XX.MXI.2008197000000.BHE[8544700, 8550040]
XX.HSH.2008206000000.BHE[516610, 522370]
XX.HSH.2008206000000.BHE[522160, 523600]
XX.HSH.2008206000000.BHE[655470, 659760]
XX.HSH.2008206000000.BHE[752810, 753980]
XX.HSH.2008206000000.BHE[794505, 796575]
XX.HSH.2008206000000.BHE[1151355, 1152615]
XX.HSH.2008206000000.BHE[1161540, 1165440]
XX.HSH.2008206000000.BHE[1490295, 1492005]
XX.HSH.2008206000000.BHE[1491930, 1494360]
XX.HSH.2008206000000.BHE[1552095, 1553415]
XX.HSH.2008206000000.BHE[1618035, 1619505]
XX.HSH.2008206000000.BHE[1815170, 1816640]
XX.HSH.2008206000000.BHE[2000110, 2001790]
XX.HSH.2008206000000.BHE[2144895, 2146995]
XX.HSH.2008206000000.BHE[2603455, 2605225]
XX.HSH.2008206000000.BHE[2604440, 2609360]
XX.HSH.2008206000000.BHE[2609350, 2610880]
XX.HSH.2008206000000.BHE[2738815, 2740195]
XX.HSH.2008206000000.BHE[2891250, 2892690]
XX.HSH.2008206000000.BHE[3031330, 3032530]
XX.HSH.2008206000000.BHE[3174460, 3175930]
XX.HSH.2008206000000.BHE[3336695, 3338465]
XX.HSH.2008206000000.BHE[3586030, 3588700]
XX.HSH.2008206000000.BHE[3921400, 3923290]
XX.HSH.2008206000000.BHE[4197295, 4199575]
XX.HSH.2008206000000.BHE[4206755, 4211075]
XX.HSH.2008206000000.BHE[4276765, 4278115]
XX.HSH.2008206000000.BHE[4398980, 4402970]
XX.HSH.2008206000000.BHE[4411715, 4415165]
XX.HSH.2008206000000.BHE[4462405, 4465375]
XX.HSH.2008206000000.BHE[4645475, 4646915]
XX.HSH.2008206000000.BHE[4654435, 4656325]
XX.HSH.2008206000000.BHE[4657220, 4659350]
XX.HSH.2008206000000.BHE[5076170, 5077430]
XX.HSH.2008206000000.BHE[5402495, 5404805]
XX.HSH.2008206000000.BHE[6775460, 6776990]
XX.HSH.2008206000000.BHE[6776655, 6778875]
XX.HSH.2008206000000.BHE[7540580, 7541990]
XX.HSH.2008206000000.BHE[7716730, 7719130]
XX.HSH.2008206000000.BHE[7798000, 7799380]
XX.MXI.2008210000000.BHN[1860, 3300]
XX.MXI.2008210000000.BHN[3740, 5240]
XX.MXI.2008210000000.BHN[12585, 14475]
XX.MXI.2008210000000.BHN[22205, 23585]
XX.MXI.2008210000000.BHN[31580, 33080]
XX.MXI.2008210000000.BHN[492140, 495740]
XX.MXI.2008210000000.BHN[738675, 739995]
XX.MXI.2008210000000.BHN[1835775, 1838385]
XX.MXI.2008210000000.BHN[1959465, 1961325]
XX.MXI.2008210000000.BHN[2187655, 2188855]
XX.MXI.2008210000000.BHN[2211470, 2212700]
XX.MXI.2008210000000.BHN[2485565, 2489105]
XX.MXI.2008210000000.BHN[2533760, 2535380]
XX.MXI.2008210000000.BHN[2730360, 2731590]
XX.MXI.2008210000000.BHN[2732090, 2733620]
XX.MXI.2008210000000.BHN[3244505, 3247535]
XX.MXI.2008210000000.BHN[3574770, 3577710]
XX.MXI.2008210000000.BHN[3632265, 3633705]
XX.MXI.2008210000000.BHN[4241730, 4243500]
XX.MXI.2008210000000.BHN[4250585, 4257905]
XX.MXI.2008210000000.BHN[4258055, 4259285]
XX.MXI.2008210000000.BHN[4309965, 4311405]
XX.MXI.2008210000000.BHN[4387240, 4388770]
XX.MXI.2008210000000.BHN[4954860, 4957470]
XX.MXI.2008210000000.BHN[5132055, 5133375]
XX.MXI.2008210000000.BHN[5667880, 5669620]
XX.MXI.2008210000000.BHN[7335330, 7336920]
XX.MXI.2008210000000.BHN[7423650, 7426620]
XX.JJS.2008191000000.BHZ[2027125, 2029045]
XX.JJS.2008191000000.BHZ[2988625, 2990065]
XX.JJS.2008191000000.BHZ[6556745, 6560645]
XX.JJS.2008191000000.BHZ[7057230, 7061100]
XX.JJS.2008191000000.BHZ[8141020, 8142850]
XX.JMG.2008198000000.BHZ[770895, 773775]
XX.JMG.2008198000000.BHZ[932850, 935220]
XX.JMG.2008198000000.BHZ[1143175, 1147345]
XX.JMG.2008198000000.BHZ[2386770, 2389950]
XX.JMG.2008198000000.BHZ[3024715, 3026545]
XX.JMG.2008198000000.BHZ[3299720, 3302540]
XX.JMG.2008198000000.BHZ[4063475, 4066475]
XX.JMG.2008198000000.BHZ[4176600, 4179390]
XX.JMG.2008198000000.BHZ[4254220, 4257070]
XX.JMG.2008198000000.BHZ[4381880, 4385660]
XX.JMG.2008198000000.BHZ[4734450, 4737180]
XX.JMG.2008198000000.BHZ[5177290, 5180260]
XX.JMG.2008198000000.BHZ[7060065, 7062405]
XX.JMG.2008198000000.BHZ[7415665, 7418215]
XX.JJS.2008206000000.BHE[1593730, 1595140]
XX.JJS.2008206000000.BHE[2001880, 2004910]
XX.JJS.2008206000000.BHE[2005320, 2006700]
XX.JJS.2008206000000.BHE[2609350, 2613280]
XX.JJS.2008206000000.BHE[2613830, 2616260]
XX.JJS.2008206000000.BHE[2616340, 2618470]
XX.JJS.2008206000000.BHE[2642035, 2643535]
XX.JJS.2008206000000.BHE[3057395, 3059165]
XX.JJS.2008206000000.BHE[3336320, 3337790]
XX.JJS.2008206000000.BHE[3866580, 3868350]
XX.JJS.2008206000000.BHE[4042125, 4043355]
XX.JJS.2008206000000.BHE[6277775, 6280745]
XX.JJS.2008206000000.BHE[6776945, 6778295]
XX.JJS.2008206000000.BHE[7318730, 7320200]
XX.JJS.2008206000000.BHE[7541975, 7544225]
XX.JJS.2008206000000.BHE[7543910, 7545980]
XX.JJS.2008206000000.BHE[7945220, 7946840]
XX.HSH.2008212000000.BHN[210740, 212480]
XX.HSH.2008212000000.BHN[215240, 218360]
XX.HSH.2008212000000.BHN[303350, 305270]
XX.HSH.2008212000000.BHN[347440, 349300]
XX.HSH.2008212000000.BHN[439925, 445985]
XX.HSH.2008212000000.BHN[642320, 646280]
XX.HSH.2008212000000.BHN[2088070, 2089720]
XX.HSH.2008212000000.BHN[2731165, 2734165]
XX.HSH.2008212000000.BHN[3001110, 3009150]
